错误类型,源,工作,语言,句段,链接
翻译记忆库,4月16日和17日，中国农业国际合作促进会动物福利国际合作委员 会（ICCAW）举办了“2015中欧生猪发展大会”。,2015夏季通讯,en,13,跳到句段
翻译记忆库,它基金借着这个机会举办了一次“认识农场动物福利”记者沙龙，邀请了世界农场动物福    利协会的专家介绍了农场动物福利的基本概念，讨论了有关养殖业动物福利的热点话题。,2015夏季通讯,en,14,跳到句段
翻译记忆库,4月24日，它基金与人道对待动物协会合作启动“保护穿山甲项目”。,2015夏季通讯,en,15,跳到句段
翻译记忆库,在该项目上，我们将发挥 在传播方面的优势，帮助更多人了解穿山甲和它们的濒危状况；呼吁停止穿山甲的消费行为；推动野生动物保护机构加大保护穿山甲的力度。,2015夏季通讯,en,16,跳到句段
翻译记忆库,我们与青年艺术家顾湘合作制作了穿山甲主题T恤；在艺集文化  发展公司的帮助下，拍卖了青年雕塑家袁贝贝的穿山甲雕塑。,2015夏季通讯,en,17,跳到句段
翻译记忆库,另外， 我们还与“院儿club”酒吧、“熊猫精酿”酒吧合作，举办了保,2015夏季通讯,en,18,跳到句段
翻译记忆库,护穿山甲的宣传活动。,2015夏季通讯,en,19,跳到句段
翻译记忆库,5月中旬，我们与动物保护组织“与牠同行”签署了战略合作协议，  双方决定在为流浪和救助动物提供绝育服务方面进行合作。,2015夏季通讯,en,20,跳到句段
翻译记忆库,5月19日是它基金四周年纪念日。,2015夏季通讯,en,21,跳到句段
翻译记忆库,为此，我们赶着把官网改版的工作做完了。,2015夏季通讯,en,22,跳到句段
翻译记忆库,除了改进了基金会    介绍，梳理了基金会的各种项目，最重要的是我们公开了成立以来每一年的工作报告和财务数据。,2015夏季通讯,en,23,跳到句段
翻译记忆库,如果您还没有访问过我们的新网站，别忘了去看看（tajijin.org）。,2015夏季通讯,en,24,跳到句段
翻译记忆库,5月24日，它基金与全国人大环资委法案室和国务院发展研究中心一起，组织召开了“《野生动物保护法》修改座谈会”。,2015夏季通讯,en,26,跳到句段
翻译记忆库,这是我们继1月份的“野生动物保护法制建设研讨会”之后，在为《野生动    物保护法》修法工作提供助力的又一次努力。,2015夏季通讯,en,27,跳到句段
翻译记忆库,今年晚些时候，我们还将继续以座谈会、研讨会的方式，继续参与这项工作。,2015夏季通讯,en,28,跳到句段
翻译记忆库,希望它基金能够在中国野生动物保护立法方面，做出历史性的贡献。,2015夏季通讯,en,29,跳到句段
翻译记忆库,6月中旬，我们完善了员工劳动合同及员工手册；整理了 基金会4年的工作档案；改进了基金会的财务管理制度。,2015夏季通讯,en,30,跳到句段
翻译记忆库,6月27日，它基金根据章程召开了2015年年中理事会。,2015夏季通讯,en,31,跳到句段
翻译记忆库,理  事长张越和康辉等理事一起听取了执行团队的工作汇报和下半年的工作计划。,2015夏季通讯,en,32,跳到句段
翻译记忆库,6月底，我们高兴地领到了北京市民政局颁发的“4A级社会组织”证书。,2015夏季通讯,en,33,跳到句段
翻译记忆库,另外，基于过去近一年时间所设立和开展的各个项目，我们最近还编制了《它基金项目介绍》。,2015夏季通讯,en,34,跳到句段
翻译记忆库,这份《项目介绍》不仅全面介绍了我们的工作策略、项目框架，还是一份为募集款项而制作的介绍性文案。,2015夏季通讯,en,35,跳到句段
翻译记忆库,目前，这份文件已经放在我们的官方网站，可供下载。,2015夏季通讯,en,36,跳到句段
翻译记忆库,我们热切地希望得到您的支持，帮助我们把它基金和它基金执行的动物保护传播项目介绍给您身边的朋友和有影响力的人士，帮助我们发现和挖掘项目拓展以及募集资金的资源和机会。,2015夏季通讯,en,37,跳到句段
翻译记忆库,希望我们的工作还能令您感到满意。,2015夏季通讯,en,38,跳到句段
翻译记忆库,如果您有任何意见和建议，请您一定告诉我们，以便我们改善。,2015夏季通讯,en,39,跳到句段
翻译记忆库,它基金秋季工作报告将在10月份才能发出了。,2015夏季通讯,en,40,跳到句段
翻译记忆库,在我们下次与您联系之前，预祝您中秋节快乐，阖家幸福，万事如意。,2015夏季通讯,en,41,跳到句段
翻译记忆库,顺祝,2015夏季通讯,en,42,跳到句段
翻译记忆库,夏安！,2015夏季通讯,en,43,跳到句段
翻译记忆库,执行秘书长2015年7月30日,2015夏季通讯,en,45,跳到句段
翻译记忆库,每个生命都重要,2015春季通讯,en,1,跳到句段
翻译记忆库,春季通讯,2015春季通讯,en,4,跳到句段
翻译记忆库,亲爱的朋友，,2015春季通讯,en,6,跳到句段
翻译记忆库,      抱歉，我们用了将近一个月的时间，才把2015年第一个季度的工作报告呈现在您的面前。,2015春季通讯,en,7,跳到句段
翻译记忆库,我们真是太忙了。,2015春季通讯,en,8,跳到句段
翻译记忆库,在办公室里，我常常跟同事们说，我们是不是牵的线头太多了。,2015春季通讯,en,9,跳到句段
翻译记忆库,每个人都忙得不亦乐乎。,2015春季通讯,en,10,跳到句段
翻译记忆库,最近几个月以来，它基金调整了工作策略，决心致力于传播。,2015春季通讯,en,11,跳到句段
翻译记忆库,因为我们相信传播的力量，而我们最擅长的，恰恰是传播。,2015春季通讯,en,12,跳到句段
翻译记忆库,我们制定了全新的工作计划，用我们最擅长的方式，去帮助那些需要帮助的动物。,2015春季通讯,en,13,跳到句段
翻译记忆库,为了抢时间，我们不得不忙一些。,2015春季通讯,en,14,跳到句段
翻译记忆库,自从去年八月初加入它基金以来，虽然兴奋，我的心情却一直夹杂着忐忑。,2015春季通讯,en,15,跳到句段
翻译记忆库,在这样一个民间公益组织普遍发育不良，没有什么经验可以借鉴的大环境中，它基金的策略正确吗？,2015春季通讯,en,16,跳到句段
翻译记忆库,我会把它基金带去哪里？,2015春季通讯,en,17,跳到句段
翻译记忆库,巨大的责任面前，我怎能不如履薄冰？,2015春季通讯,en,18,跳到句段
翻译记忆库,八个月以来，特别是今年的前三个月，它基金的同事们紧锣密鼓地做了很多事，现在看来，我们的策略似乎还算对路。,2015春季通讯,en,19,跳到句段
翻译记忆库,这份通讯是我们2015年的第一份工作报告。,2015春季通讯,en,20,跳到句段
翻译记忆库,希望您能通过它，了解我们这样一个充满激情的、独特的动物保护公益基金会。,2015春季通讯,en,21,跳到句段
翻译记忆库,一个公益组织的健康成长，离不开一个良好的工作策略，离不开一个执行力超强的团队，也离不开它最坚定的支持者们。,2015春季通讯,en,22,跳到句段
翻译记忆库,它基金当然也不例外。,2015春季通讯,en,23,跳到句段
翻译记忆库,模仿习总的口气，我要给我的同事和它基金的支持者们点赞。,2015春季通讯,en,24,跳到句段
翻译记忆库,它基金执行秘书长 张小海,2015春季通讯,en,25,跳到句段
翻译记忆库,2015年4月22日,2015春季通讯,en,26,跳到句段
翻译记忆库,促进立法项目,2015春季通讯,en,28,跳到句段
翻译记忆库,2015年1月31日，它基金与国务院发展研究中心资源与环境政策研究所联合举办了“中国野生动物保护法制研讨会”。,2015春季通讯,en,29,跳到句段
翻译记忆库,这次会议的主要议题是《野生动物保护法》的修订问题，是政府智库与民间机构合作的一次有益尝试。,2015春季通讯,en,30,跳到句段
翻译记忆库,全国人大法制工作委员会以及环境与资源保护委员会的官员全程参加了会议，认真听取了与会者提出的《野生动物保护法》修改意见。,2015春季通讯,en,31,跳到句段
翻译记忆库,参加会议的还有国家林业局、海洋局等与野生动物保护相关部委的官员。,2015春季通讯,en,32,跳到句段
翻译记忆库,中国野生动物保护法制建设研讨会是它基金2015年开展的第一个重大项目。,2015春季通讯,en,33,跳到句段
翻译记忆库,北京大学法学院教授湛中乐、中国人民大学法学院教授周珂等众多法学界专业人士和动物保护组织的代表共一百余人参加了这次会议。,2015春季通讯,en,34,跳到句段
翻译记忆库,一些国内外的动物保护组织还就野生动物保护法的修改提交了书面意见。,2015春季通讯,en,35,跳到句段
翻译记忆库,大部分与会者都认为，当前的《野生动物保护法》所鼓励的野生动物的“合理利用”对野生动物保护不利，应该修改；《野生动物保护法》应该增加动物福利方面的内容。,2015春季通讯,en,36,跳到句段
翻译记忆库,“中国野生动物保护法制研讨会”是它基金整体工作策略的一部分，也是它基金促进动物福利方面的法制建设的一次努力。,2015春季通讯,en,37,跳到句段
翻译记忆库,在促进立法方面，它基金还将关注《反对虐待动物法》等立法话题。,2015春季通讯,en,38,跳到句段
翻译记忆库,记者沙龙,2015春季通讯,en,40,跳到句段
翻译记忆库,中国保护动物记者沙龙是它基金的前身。,2015春季通讯,en,41,跳到句段
翻译记忆库,2015年，它基金再次启动了“它基金记者沙龙”项目。,2015春季通讯,en,42,跳到句段
翻译记忆库,该项目旨在继续保持它基金的媒体人本色，为关注动物保护话题的媒体记者提供了解、讨论和传播动物保护话题的机会。,2015春季通讯,en,43,跳到句段
翻译记忆库,中国保护动物记者沙龙是它基金的前身。,2015春季通讯,en,44,跳到句段
翻译记忆库,2015年3月，它基金再次启动了“它基金记者沙龙”项目。,2015春季通讯,en,45,跳到句段
翻译记忆库,它基金自媒体平台，是它基金传播策略的重要战略布局。,2015春季通讯,en,46,跳到句段
翻译记忆库,2015年3月，在全国两会期间，不少人大代表、政协委员呼吁加快动物保护立法进程。,2015春季通讯,en,47,跳到句段
翻译记忆库,3月11日，它基金与它基金长期的合作伙伴，著名动物保护人士莽萍女士一起，邀请了罗胜联、郑孝和两位全国人大代表以及二十余位记者朋友，举办了2015年第一次记者沙龙。,2015春季通讯,en,48,跳到句段
翻译记忆库,在这次沙龙活动中，两位人大代表介绍了他们关于制定和修改与动物保护相关的法律、法规的建议和议案。,2015春季通讯,en,49,跳到句段
翻译记忆库,罗胜联代表连续3年提出关于修订《野生动物保护法》的议案。,2015春季通讯,en,50,跳到句段
翻译记忆库,全国人大常委会高度重视，将法案的修订列入了人大常委会的修法计划。,2015春季通讯,en,51,跳到句段
翻译记忆库,罗代表透露，今年12月，《野生动物保护法》的修订工作就可能完成。,2015春季通讯,en,52,跳到句段
翻译记忆库,它基金自媒体平台,2015春季通讯,en,53,跳到句段
翻译记忆库,它基金自媒体平台的建设，是它基金“致力于传播”策略的重要组成部分。,2015春季通讯,en,55,跳到句段
翻译记忆库,我们投入了大量资金，开始建设包括它radio，它视频、它出版和它在线在内的传播渠道。,2015春季通讯,en,56,跳到句段
翻译记忆库,希望通过这些自媒体平台，更好地帮助人们了解动物，从而改变自己对待动物的态度和行为。,2015春季通讯,en,57,跳到句段
翻译记忆库,它radio,2015春季通讯,en,58,跳到句段
翻译记忆库,每一只动物都有其独特的习性，更有不为人知的喜怒哀乐。,2015春季通讯,en,59,跳到句段
翻译记忆库,尽管人类对动物的了解越来越多，可是却远远不够。,2015春季通讯,en,60,跳到句段
翻译记忆库,忽略动物、虐待动物的行为往往产生于人们对动物的不了解。,2015春季通讯,en,61,跳到句段
翻译记忆库,也许，至今还有人像古时候的哲学家笛卡尔一样，认为动物不过就是机器。,2015春季通讯,en,62,跳到句段
翻译记忆库,2015年3月9日，它基金创办了自己的音频节目，这是中国大陆第一家动物保护公益电台，在荔枝fm、喜马拉雅fm、蜻蜓fm等互联网音频平台上每天播出真实的动物情感故事。,2015春季通讯,en,63,跳到句段
翻译记忆库,截至三月底，它 radio的收听量累计近1万次。,2015春季通讯,en,64,跳到句段
翻译记忆库,美国的动物认知行为学家Marc bekoff教授赞赏它radio的传播意义，并授权它radio使用其著作和研究中的真实动物案例。,2015春季通讯,en,65,跳到句段
翻译记忆库,从1月开始，它基金开始策划有关动物保护的出版物。,2015春季通讯,en,67,跳到句段
翻译记忆库,《天鹅之痛》是著名鸟类摄影师、科普作家陈晓东先生的著作，曾经获得2014年科技部全国优秀科普作品。,2015春季通讯,en,68,跳到句段
翻译记忆库,它基金与陈晓东先生合作印刷出版了《天鹅之痛》的修订版，并邀请了中国野生动物保护协会副秘书长李青文作序。,2015春季通讯,en,69,跳到句段
翻译记忆库,它基金理事，央视著名主持人张越、康辉联名推荐了本书。,2015春季通讯,en,70,跳到句段
翻译记忆库,另外，它基金还参与了陈晓东先生的另外一本书《鸟人鸟事》的出版工作。,2015春季通讯,en,71,跳到句段
翻译记忆库,扫一扫，进入它基金公益店,2015春季通讯,en,72,跳到句段
翻译记忆库,目前，《天鹅之痛》和《鸟人鸟事》两本书均在它基金网店有售。,2015春季通讯,en,73,跳到句段
翻译记忆库,它视频,2015春季通讯,en,74,跳到句段
翻译记忆库,短视频正在成为网络传播的重要工具。,2015春季通讯,en,76,跳到句段
翻译记忆库,随着各个项目的开展，它基金于2015年第一季度制作了两段宣传视频：,2015春季通讯,en,77,跳到句段
翻译记忆库,抢救大鸨[bǎo],2015春季通讯,en,78,跳到句段
翻译记忆库,“抢救大鸨行动”是生态摄影师野保联盟成立后的首个物种保护项目。,2015春季通讯,en,79,跳到句段
翻译记忆库,大鸨是国家一级保护动物。,2015春季通讯,en,80,跳到句段
翻译记忆库,我们斥资拍摄了“抢救大鸨”视频，希望以影像形式传播大鸨之美和大鸨面临的危机，支持保护候鸟的各种努力。,2015春季通讯,en,81,跳到句段
翻译记忆库,《鸟人鸟事》推广视频,2015春季通讯,en,82,跳到句段
翻译记忆库,它基金的工作范围扩大到为伴侣动物、野生动物和农场动物。,2015春季通讯,en,83,跳到句段
翻译记忆库,要做好这些工作，我们需要与其它公益同行合作。,2015春季通讯,en,84,跳到句段
翻译记忆库,3月，它基金第二本书《鸟人鸟事》的宣传视频也已成功拍摄。,2015春季通讯,en,85,跳到句段
翻译记忆库,这段视频在介绍《鸟人鸟事》一书的同时，强调了鸟类是一种情感丰富的动物。,2015春季通讯,en,86,跳到句段
翻译记忆库,它基金公益同行,2015春季通讯,en,87,跳到句段
翻译记忆库,它基金新的工作策略明确了我们的工作范围包括伴侣动物、野生动物和农场动物。,2015春季通讯,en,88,跳到句段
翻译记忆库,在野生动物保护和农场动物福利方面，我们缺乏专业的知识和经验。,2015春季通讯,en,89,跳到句段
翻译记忆库,但是我们相信，我们在传播方面的特长能够帮助到其他动物保护组织的工作。,2015春季通讯,en,90,跳到句段
翻译记忆库,“它基金公益同行”项目即为这样的合作而设。,2015春季通讯,en,91,跳到句段
翻译记忆库,野生动物保护,2015春季通讯,en,93,跳到句段
翻译记忆库,1月10日，“生态摄影师野生动物保护联盟”宣布成立，并且启动了一个名为“抢救大鸨行动”的公益活动。,2015春季通讯,en,94,跳到句段
翻译记忆库,生态摄影师野生动物保护联盟由中国最大的生态摄影门户“鸟网”、中华社会救助基金会让候鸟飞公益基金公益基金、国内第一家动物保护基金会北京爱它动物保护公益基金会、中国公益摄影师协会、国内领先的影像艺术机构“雅昌影像”联合发起成立。,2015春季通讯,en,95,跳到句段
翻译记忆库,联盟的成立得到中国野生动物保护协会的指导，以及腾讯公益/图片/视频的支持。,2015春季通讯,en,96,跳到句段
翻译记忆库,生态摄影师野保联盟，以“让动物与人类共享生命之美”为愿景，集合各发起方的资源和力量，推动野生动物影像向公众的传播，促进自然摄影爱好者走进生态摄影师行列，加大对野生动物栖息地野保组织和公益人物的支持，普及野生动物保护和自然生态知识，让生态文化和野保行动走向公众。,2015春季通讯,en,97,跳到句段
翻译记忆库,生态摄影师野生动物保护联盟启动仪式得到了央视新闻频道的报道。,2015春季通讯,en,98,跳到句段
翻译记忆库,农场动物福利,2015春季通讯,en,99,跳到句段
翻译记忆库,从1月份开始，它基金与中国农业国际合作促进会动物福利国际合作委员会取得联系，共同商讨有关合作推进农场动物福利的计划。,2015春季通讯,en,100,跳到句段
翻译记忆库,它基金决定作为特别支持方参与动物福利国际合作委员会举办的“2015中欧生猪发展大会”，并将在会议期间举办一场关于农场动物福利的记者沙龙。,2015春季通讯,en,101,跳到句段
翻译记忆库,其它合作,2015春季通讯,en,102,跳到句段
翻译记忆库,3月，我们参加了自然大学《奇妙的朋友》媒体见面会。,2015春季通讯,en,103,跳到句段
翻译记忆库,3月底，我们与HIS以及大连微善的工作人员讨论了开展实验动物福利的计划。,2015春季通讯,en,105,跳到句段
翻译记忆库,支持者互动,2015春季通讯,en,106,跳到句段
翻译记忆库,今年的慈善月历义卖，共筹得4万余元的善款，我们还将部分月历赠送给支持者、志愿者、合作伙伴用于关系维护。,2015春季通讯,en,107,跳到句段
翻译记忆库,1月，我们购买了“灵析”客户管理软件，用于管理会员及志愿者数据库。,2015春季通讯,en,108,跳到句段
翻译记忆库,2月，我们向支持者、志愿者、会员、媒体、公益同行送去了新春的祝福。,2015春季通讯,en,109,跳到句段
翻译记忆库,3月初，老牛基金会来访，进一步了解了它基金促进立法项目的情况，计划为促进立法项目进行大额资助。,2015春季通讯,en,110,跳到句段
翻译记忆库,三月中旬出差上海，拜访了中国服饰控股公司，探讨了未来的合作方式。,2015春季通讯,en,111,跳到句段
翻译记忆库,它基金组织建设,2015春季通讯,en,112,跳到句段
翻译记忆库,1月3日北京爱它动物保护公益基金会第二届理事会第四次会议成功召开；,2015春季通讯,en,113,跳到句段
翻译记忆库,1月底，基金会执行团队搬迁至新的办公室；,2015春季通讯,en,114,跳到句段
翻译记忆库,2月，基金会召开了内部的财务会议，将预算及财务科目进行了分类；,2015春季通讯,en,115,跳到句段
翻译记忆库,3月，基金会2014年的年检报告已经完成，并提交北京市民政局审核；,2015春季通讯,en,116,跳到句段
翻译记忆库,3月，基金会官方网站改版工作开始，预计4月份结束。,2015春季通讯,en,117,跳到句段
翻译记忆库,请关注它基金 ／ 它radio微信公众账号,2015春季通讯,en,118,跳到句段
翻译记忆库,tajijin.org,2015春季通讯,en,120,跳到句段
翻译记忆库,of,2015秋季通讯,en,1,跳到句段
翻译记忆库,今天北京下雪了，冬天正式到来了。,2015秋季通讯,en,2,跳到句段
翻译记忆库,我们这才迟迟给您送来我们的秋季工作报告，实在是有些抱歉。,2015秋季通讯,en,3,跳到句段
翻译记忆库,不过，今年的秋天，我真的感觉到了一种沉甸甸收获的感觉。,2015秋季通讯,en,4,跳到句段
翻译记忆库,九月十日，我们与《野生动物保护法》修法相关的系列活动全面结束了。,2015秋季通讯,en,5,跳到句段
翻译记忆库,继一月份的《中国野生动物保护法制研讨会》和五月二十四日的《野生动物保护法修法专家座谈会》之后，它基金于八月十五日、八月二十一日和九月十日分别在北京和华盛顿主办或协办了两次专家座谈会和一次美中野生动物保护法国际研讨会。,2015秋季通讯,en,6,跳到句段
翻译记忆库,它基金与国务院发展研究中心环境与资源政策研究所携手合作，在这次历史性的修法进程中搭建了民间组织和立法机关之间沟通的平台，郑重地提出了动保界的修订意见。,2015秋季通讯,en,7,跳到句段
翻译记忆库,明年初，新的《野生动物保护法》草案即将公开征求公众意见，我们还将不遗余力地推动这部重要的法律摒弃现有的各种弊病，向着更进步、更文明、更科学、更有力的方向修订。,2015秋季通讯,en,8,跳到句段
翻译记忆库,今年的秋天，我们看到了一个梦想即将实现的曙光。,2015秋季通讯,en,9,跳到句段
翻译记忆库,它基金“流浪动物救护车”项目在腾讯“99公益日”活动中三天捐了五十万！,2015秋季通讯,en,10,跳到句段
翻译记忆库,到今天我给您写这封信的时候，该项目已经收到七千多人的捐款近六十一万五千元。,2015秋季通讯,en,11,跳到句段
翻译记忆库,去年，也是九月，也是在腾讯乐捐平台，我们在“灰丝带”抗击狂犬病项目上只捐到了七万元。,2015秋季通讯,en,12,跳到句段
翻译记忆库,这说明我们的工作开始得到更多人的认同，支持者对我们越来越有信心了。,2015秋季通讯,en,13,跳到句段
翻译记忆库,当然，支持者越是相信我们，我们就越要诚惶诚恐。,2015秋季通讯,en,15,跳到句段
翻译记忆库,今年的九月二十八日，当我们再次发起世界狂犬病日“灰丝带”宣传项目时，我们吸取了去年的经验教训，认真评估了资金使用的效率，决定用比较小的代价，换取最大的宣传效果。,2015秋季通讯,en,16,跳到句段
翻译记忆库,我们精心制作并在网络上广泛推广了一部动画形式的公益短片《中国是疫区，这是谣言吗？,2015秋季通讯,en,17,跳到句段
翻译记忆库,》。,2015秋季通讯,en,18,跳到句段
翻译记忆库,拥有六十万发行量的《悦己SELF》杂志也慷慨地提出与我们合作，为十位明星及运动达人拍摄了“灰丝带”主题大片，倡导健康的人、宠关系，传播科学防控狂犬病的知识。,2015秋季通讯,en,19,跳到句段
翻译记忆库,为了纪念十月四日世界动物日，我们在北京举行了一场主题为“感知动物”的它radio朗读会。,2015秋季通讯,en,20,跳到句段
翻译记忆库,我们的理事长张越女士，著名编剧史航先生、北京人民广播电台著名主持人刘思伽女士以及它radio主播韩涛先生和来自不同地方的热心听众一起，朗读了它radio过往的精选节目，分享了他们各自与动物之间感人至深的故事。,2015秋季通讯,en,21,跳到句段
翻译记忆库,它基金的穿山甲保护项目也没闲着。,2015秋季通讯,en,22,跳到句段
翻译记忆库,九月三日，我们与国际人道对待动物协会签署了穿山甲保护项目战略合作协议。,2015秋季通讯,en,23,跳到句段
翻译记忆库,九月四日，国际人道对待动物协会项目主管何燕青女士为几十个孩子做了一次精彩的穿山甲保护讲座。,2015秋季通讯,en,24,跳到句段
翻译记忆库,国庆假日期间，唐山小动物保护协会也大张旗鼓地帮我们举办了一次穿山甲保护的公益宣传活动。,2015秋季通讯,en,25,跳到句段
翻译记忆库,您看，细细数来，我们一直都挺忙碌的。,2015秋季通讯,en,26,跳到句段
翻译记忆库,圣诞节和新年已经不远了，2015年也只剩下五十来天了，而我们要做的事情还有很多，囿于人力、物力所限，我们的很多想法还没有实现。,2015秋季通讯,en,27,跳到句段
翻译记忆库,在这里，我要请您向更多的人介绍我们的工作，传播善待动物的理念，支持动物保护的事业。,2015秋季通讯,en,28,跳到句段
翻译记忆库,如果您或者您身边的朋友愿意慷慨资助，我们更是感激不尽。,2015秋季通讯,en,29,跳到句段
翻译记忆库,感谢您一直以来对它基金的关注和支持。,2015秋季通讯,en,30,跳到句段
翻译记忆库,在2015年的最后一个季度里，我和我的团队会全力冲刺，把最好的工作成绩当作节日礼物送给您。,2015秋季通讯,en,31,跳到句段
翻译记忆库,执行秘书长 张小海,2015秋季通讯,en,34,跳到句段
翻译记忆库,2015年11月6日,2015秋季通讯,en,35,跳到句段
